2026-07-24 17:36:18 INFO  [main] ExcelUtils - Reading Excel file : src/main/resources/testdata/LoginData.xlsx
2026-07-24 17:39:33 INFO  [TestNG-test=Parallel Tests-1] LoginPage - Starting login process
2026-07-24 17:39:33 INFO  [TestNG-test=Parallel Tests-1] LoginPage - Entering username : locked_out_user
2026-07-24 17:39:33 INFO  [TestNG-test=Parallel Tests-1] BasePage - Entering text : locked_out_user
2026-07-24 17:39:34 INFO  [TestNG-test=Parallel Tests-1] LoginPage - Entering password
2026-07-24 17:39:34 INFO  [TestNG-test=Parallel Tests-1] BasePage - Entering text : secret_sauce
2026-07-24 17:39:34 INFO  [TestNG-test=Parallel Tests-1] LoginPage - Clicking Login button
2026-07-24 17:39:34 INFO  [TestNG-test=Parallel Tests-1] BasePage - Clicking element : [[ChromeDriver: chrome on windows (116632a76ad6eae7518c2c1e5073ab88)] -> id: login-button]
2026-07-24 17:39:35 INFO  [TestNG-test=Parallel Tests-1] LoginPage - Login successful, navigating to Home Page
2026-07-24 17:39:35 INFO  [TestNG-test=Parallel Tests-1] LoginTest - Login completed successfully
2026-07-24 17:39:35 INFO  [TestNG-test=Parallel Tests-1] HomePage - Fetching Home page title
2026-07-24 17:40:05 ERROR [TestNG-test=Parallel Tests-1] TestListener - Test Failed : verifyValidLogin
2026-07-24 17:40:05 INFO  [TestNG-test=Parallel Tests-1] ScreenshotUtils - Screenshot captured successfully : C:\Users\HP\Desktop\Project\selenium-testng-framework\screenshots\verifyValidLogin_20260724_174005.png
2026-07-24 17:40:05 INFO  [TestNG-test=Parallel Tests-1] BaseTest - Cleaning test execution
2026-07-24 17:40:05 INFO  [TestNG-test=Parallel Tests-1] DriverFactory - Closing browser
2026-07-24 17:40:06 INFO  [TestNG-test=Parallel Tests-1] DriverFactory - Browser closed successfully
2026-07-24 17:40:06 INFO  [TestNG-test=Parallel Tests-1] BaseTest - ========== Test Execution Completed ==========
2026-07-24 17:40:06 INFO  [main] TestListener - ========== Test Execution Completed ==========
2026-07-24 17:40:06 INFO  [main] ExtentReportManager - Extent Report flushed
2026-07-25 07:19:17 INFO  [main] TestListener - ========== Test Execution Started ==========
2026-07-25 07:19:18 INFO  [main] ExtentReportManager - Extent Report Created : C:\Users\HP\Desktop\Project\selenium-testng-framework\reports\AutomationReport_20260725_071917.html
2026-07-25 07:19:18 INFO  [TestNG-test=Smoke Tests-1] ExcelUtils - Reading Excel file : src/main/resources/testdata/LoginData.xlsx
2026-07-25 07:19:19 INFO  [TestNG-test=Smoke Tests-1] ExcelUtils - Excel data loaded successfully
2026-07-25 07:19:19 INFO  [TestNG-test=Smoke Tests-1] BaseTest - ========== Starting Test : verifyValidLogin ==========
2026-07-25 07:19:19 INFO  [TestNG-test=Smoke Tests-1] ConfigReader - Loading config.properties file
2026-07-25 07:19:19 INFO  [TestNG-test=Smoke Tests-1] ConfigReader - Configuration loaded successfully
2026-07-25 07:19:19 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - Initializing browser : CHROME
2026-07-25 07:19:30 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - CHROME browser launched successfully
2026-07-25 07:19:30 INFO  [TestNG-test=Smoke Tests-1] BaseTest - Opening application URL : https://www.saucedemo.com/
2026-07-25 07:19:35 INFO  [TestNG-test=Smoke Tests-1] TestListener - Test Started : com.amol.automation.tests.LoginTest.verifyValidLogin
2026-07-25 07:19:35 INFO  [TestNG-test=Smoke Tests-1] ExtentReportManager - Extent Test Created : com.amol.automation.tests.LoginTest.verifyValidLogin
2026-07-25 07:19:35 INFO  [TestNG-test=Smoke Tests-1] LoginTest - Starting Login Test
2026-07-25 07:19:36 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Starting login process
2026-07-25 07:19:36 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Entering username : standard_user
2026-07-25 07:19:36 INFO  [TestNG-test=Smoke Tests-1] BasePage - Entering text : standard_user
2026-07-25 07:19:38 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Entering password
2026-07-25 07:19:38 INFO  [TestNG-test=Smoke Tests-1] BasePage - Entering text : secret_sauce
2026-07-25 07:19:39 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Clicking Login button
2026-07-25 07:19:39 INFO  [TestNG-test=Smoke Tests-1] BasePage - Clicking element : [[ChromeDriver: chrome on windows (7e42727037d2012468ec4b4fd6da7e32)] -> id: login-button]
2026-07-25 07:19:39 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Login successful, navigating to Home Page
2026-07-25 07:19:39 INFO  [TestNG-test=Smoke Tests-1] LoginTest - Login completed successfully
2026-07-25 07:19:39 INFO  [TestNG-test=Smoke Tests-1] HomePage - Fetching Home page title
2026-07-25 07:19:40 INFO  [TestNG-test=Smoke Tests-1] BasePage - Getting text : Products
2026-07-25 07:19:40 INFO  [TestNG-test=Smoke Tests-1] TestListener - Test Passed : verifyValidLogin
2026-07-25 07:19:40 INFO  [TestNG-test=Smoke Tests-1] BaseTest - Cleaning test execution
2026-07-25 07:19:40 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - Closing browser
2026-07-25 07:19:44 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - Browser closed successfully
2026-07-25 07:19:44 INFO  [TestNG-test=Smoke Tests-1] BaseTest - ========== Test Execution Completed ==========
2026-07-25 07:19:44 INFO  [TestNG-test=Smoke Tests-1] BaseTest - ========== Starting Test : verifyValidLogin ==========
2026-07-25 07:19:44 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - Initializing browser : CHROME
2026-07-25 07:19:46 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - CHROME browser launched successfully
2026-07-25 07:19:46 INFO  [TestNG-test=Smoke Tests-1] BaseTest - Opening application URL : https://www.saucedemo.com/
2026-07-25 07:19:50 INFO  [TestNG-test=Smoke Tests-1] TestListener - Test Started : com.amol.automation.tests.LoginTest.verifyValidLogin
2026-07-25 07:19:50 INFO  [TestNG-test=Smoke Tests-1] ExtentReportManager - Extent Test Created : com.amol.automation.tests.LoginTest.verifyValidLogin
2026-07-25 07:19:50 INFO  [TestNG-test=Smoke Tests-1] LoginTest - Starting Login Test
2026-07-25 07:19:50 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Starting login process
2026-07-25 07:19:50 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Entering username : problem_user
2026-07-25 07:19:50 INFO  [TestNG-test=Smoke Tests-1] BasePage - Entering text : problem_user
2026-07-25 07:19:51 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Entering password
2026-07-25 07:19:51 INFO  [TestNG-test=Smoke Tests-1] BasePage - Entering text : secret_sauce
2026-07-25 07:19:51 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Clicking Login button
2026-07-25 07:19:51 INFO  [TestNG-test=Smoke Tests-1] BasePage - Clicking element : [[ChromeDriver: chrome on windows (b4312d143289f490494b2fdd9fd77f20)] -> id: login-button]
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Login successful, navigating to Home Page
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] LoginTest - Login completed successfully
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] HomePage - Fetching Home page title
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] BasePage - Getting text : Products
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] TestListener - Test Passed : verifyValidLogin
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] BaseTest - Cleaning test execution
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - Closing browser
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - Browser closed successfully
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] BaseTest - ========== Test Execution Completed ==========
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] BaseTest - ========== Starting Test : verifyValidLogin ==========
2026-07-25 07:19:52 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - Initializing browser : CHROME
2026-07-25 07:19:54 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - CHROME browser launched successfully
2026-07-25 07:19:54 INFO  [TestNG-test=Smoke Tests-1] BaseTest - Opening application URL : https://www.saucedemo.com/
2026-07-25 07:19:58 INFO  [TestNG-test=Smoke Tests-1] TestListener - Test Started : com.amol.automation.tests.LoginTest.verifyValidLogin
2026-07-25 07:19:58 INFO  [TestNG-test=Smoke Tests-1] ExtentReportManager - Extent Test Created : com.amol.automation.tests.LoginTest.verifyValidLogin
2026-07-25 07:19:58 INFO  [TestNG-test=Smoke Tests-1] LoginTest - Starting Login Test
2026-07-25 07:19:58 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Starting login process
2026-07-25 07:19:58 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Entering username : locked_out_user
2026-07-25 07:19:58 INFO  [TestNG-test=Smoke Tests-1] BasePage - Entering text : locked_out_user
2026-07-25 07:19:59 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Entering password
2026-07-25 07:19:59 INFO  [TestNG-test=Smoke Tests-1] BasePage - Entering text : secret_sauce
2026-07-25 07:19:59 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Clicking Login button
2026-07-25 07:19:59 INFO  [TestNG-test=Smoke Tests-1] BasePage - Clicking element : [[ChromeDriver: chrome on windows (a8f97fe4b8346f3a5226e355bbd00251)] -> id: login-button]
2026-07-25 07:19:59 INFO  [TestNG-test=Smoke Tests-1] LoginPage - Login successful, navigating to Home Page
2026-07-25 07:19:59 INFO  [TestNG-test=Smoke Tests-1] LoginTest - Login completed successfully
2026-07-25 07:19:59 INFO  [TestNG-test=Smoke Tests-1] HomePage - Fetching Home page title
2026-07-25 07:20:30 ERROR [TestNG-test=Smoke Tests-1] TestListener - Test Failed : verifyValidLogin
2026-07-25 07:20:30 INFO  [TestNG-test=Smoke Tests-1] ScreenshotUtils - Screenshot captured successfully : C:\Users\HP\Desktop\Project\selenium-testng-framework\screenshots\verifyValidLogin_20260725_072030.png
2026-07-25 07:20:30 INFO  [TestNG-test=Smoke Tests-1] BaseTest - Cleaning test execution
2026-07-25 07:20:30 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - Closing browser
2026-07-25 07:20:31 INFO  [TestNG-test=Smoke Tests-1] DriverFactory - Browser closed successfully
2026-07-25 07:20:31 INFO  [TestNG-test=Smoke Tests-1] BaseTest - ========== Test Execution Completed ==========
2026-07-25 07:20:31 INFO  [main] TestListener - ========== Test Execution Completed ==========
2026-07-25 07:20:32 INFO  [main] ExtentReportManager - Extent Report flushed
2026-07-25 07:42:57 INFO  [main] BaseTest - ========== Starting Test : verifyEndToEndPurchaseFlow ==========
2026-07-25 07:42:57 INFO  [main] ConfigReader - Loading config.properties file
2026-07-25 07:42:57 INFO  [main] ConfigReader - Configuration loaded successfully
2026-07-25 07:42:57 INFO  [main] DriverFactory - Initializing browser : CHROME
2026-07-25 07:43:00 INFO  [main] DriverFactory - CHROME browser launched successfully
2026-07-25 07:43:00 INFO  [main] BaseTest - Opening application URL : https://www.saucedemo.com/
2026-07-25 07:43:03 INFO  [main] EndToEndTest - Starting End To End Purchase Flow
2026-07-25 07:43:03 INFO  [main] LoginPage - Starting login process
2026-07-25 07:43:03 INFO  [main] LoginPage - Entering username : standard_user
2026-07-25 07:43:03 INFO  [main] BasePage - Entering text : standard_user
2026-07-25 07:43:04 INFO  [main] LoginPage - Entering password
2026-07-25 07:43:04 INFO  [main] BasePage - Entering text : secret_sauce
2026-07-25 07:43:04 INFO  [main] LoginPage - Clicking Login button
2026-07-25 07:43:04 INFO  [main] BasePage - Clicking element : [[ChromeDriver: chrome on windows (98f471f1e23b5dad573ff254cfb3b6bd)] -> id: login-button]
2026-07-25 07:43:04 INFO  [main] LoginPage - Login successful, navigating to Home Page
2026-07-25 07:43:04 INFO  [main] ProductPage - Getting Products page title
2026-07-25 07:43:04 INFO  [main] BasePage - Getting text : Products
2026-07-25 07:43:04 INFO  [main] ProductPage - Sorting products : az
2026-07-25 07:43:05 INFO  [main] ProductPage - Adding Backpack to cart
2026-07-25 07:43:05 INFO  [main] BasePage - Clicking element : [[ChromeDriver: chrome on windows (98f471f1e23b5dad573ff254cfb3b6bd)] -> id: add-to-cart-sauce-labs-backpack]
2026-07-25 07:43:05 INFO  [main] ProductPage - Adding Bike Light to cart
2026-07-25 07:43:05 INFO  [main] BasePage - Clicking element : [[ChromeDriver: chrome on windows (98f471f1e23b5dad573ff254cfb3b6bd)] -> id: add-to-cart-sauce-labs-bike-light]
2026-07-25 07:43:05 INFO  [main] ProductPage - Getting cart badge count
2026-07-25 07:43:36 INFO  [main] BaseTest - Cleaning test execution
2026-07-25 07:43:36 INFO  [main] DriverFactory - Closing browser
2026-07-25 07:43:36 INFO  [main] DriverFactory - Browser closed successfully
2026-07-25 07:43:36 INFO  [main] BaseTest - ========== Test Execution Completed ==========
2026-07-25 07:46:38 INFO  [main] TestListener - ========== Test Execution Started ==========
2026-07-25 07:46:38 INFO  [main] ExtentReportManager - Extent Report Created : C:\Users\HP\Desktop\Project\selenium-testng-framework\reports\AutomationReport_20260725_074638.html
2026-07-25 07:46:38 INFO  [TestNG-test=Automation Tests-1] BaseTest - ========== Starting Test : verifyEndToEndPurchaseFlow ==========
2026-07-25 07:46:38 INFO  [TestNG-test=Automation Tests-1] ConfigReader - Loading config.properties file
2026-07-25 07:46:38 INFO  [TestNG-test=Automation Tests-2] ExcelUtils - Reading Excel file : src/main/resources/testdata/LoginData.xlsx
2026-07-25 07:46:38 INFO  [TestNG-test=Automation Tests-1] ConfigReader - Configuration loaded successfully
2026-07-25 07:46:38 INFO  [TestNG-test=Automation Tests-1] DriverFactory - Initializing browser : CHROME
2026-07-25 07:46:40 INFO  [TestNG-test=Automation Tests-2] ExcelUtils - Excel data loaded successfully
2026-07-25 07:46:40 INFO  [TestNG-test=Automation Tests-2] BaseTest - ========== Starting Test : verifyValidLogin ==========
2026-07-25 07:46:40 INFO  [TestNG-test=Automation Tests-2] DriverFactory - Initializing browser : CHROME
2026-07-25 07:46:42 INFO  [TestNG-test=Automation Tests-2] DriverFactory - CHROME browser launched successfully
2026-07-25 07:46:42 INFO  [TestNG-test=Automation Tests-2] BaseTest - Opening application URL : https://www.saucedemo.com/
2026-07-25 07:46:42 INFO  [TestNG-test=Automation Tests-1] DriverFactory - CHROME browser launched successfully
2026-07-25 07:46:42 INFO  [TestNG-test=Automation Tests-1] BaseTest - Opening application URL : https://www.saucedemo.com/
2026-07-25 07:46:45 INFO  [TestNG-test=Automation Tests-2] TestListener - Test Started : com.amol.automation.tests.LoginTest.verifyValidLogin
2026-07-25 07:46:45 INFO  [TestNG-test=Automation Tests-2] ExtentReportManager - Extent Test Created : com.amol.automation.tests.LoginTest.verifyValidLogin
2026-07-25 07:46:45 INFO  [TestNG-test=Automation Tests-2] LoginTest - Starting Login Test
2026-07-25 07:46:46 INFO  [TestNG-test=Automation Tests-2] LoginPage - Starting login process
2026-07-25 07:46:46 INFO  [TestNG-test=Automation Tests-2] LoginPage - Entering username : standard_user
2026-07-25 07:46:46 INFO  [TestNG-test=Automation Tests-2] BasePage - Entering text : standard_user
2026-07-25 07:46:46 INFO  [TestNG-test=Automation Tests-1] TestListener - Test Started : com.amol.automation.tests.EndToEndTest.verifyEndToEndPurchaseFlow
2026-07-25 07:46:46 INFO  [TestNG-test=Automation Tests-1] ExtentReportManager - Extent Test Created : com.amol.automation.tests.EndToEndTest.verifyEndToEndPurchaseFlow
2026-07-25 07:46:46 INFO  [TestNG-test=Automation Tests-1] EndToEndTest - Starting End To End Purchase Flow
2026-07-25 07:46:46 INFO  [TestNG-test=Automation Tests-1] LoginPage - Starting login process
2026-07-25 07:46:46 INFO  [TestNG-test=Automation Tests-1] LoginPage - Entering username : standard_user
2026-07-25 07:46:46 INFO  [TestNG-test=Automation Tests-1] BasePage - Entering text : standard_user
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-1] LoginPage - Entering password
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-1] BasePage - Entering text : secret_sauce
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-1] LoginPage - Clicking Login button
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-1] BasePage - Clicking element : [[ChromeDriver: chrome on windows (54c5e8215c255539ad009cf318e755a0)] -> id: login-button]
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-2] LoginPage - Entering password
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-2] BasePage - Entering text : secret_sauce
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-2] LoginPage - Clicking Login button
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-2] BasePage - Clicking element : [[ChromeDriver: chrome on windows (f9a8228524c432bf0d95935b9899d5ba)] -> id: login-button]
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-1] LoginPage - Login successful, navigating to Home Page
2026-07-25 07:46:47 INFO  [TestNG-test=Automation Tests-1] ProductPage - Getting Products page title
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-1] BasePage - Getting text : Products
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-1] ProductPage - Sorting products : az
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-2] LoginPage - Login successful, navigating to Home Page
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-2] LoginTest - Login completed successfully
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-2] HomePage - Fetching Home page title
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-2] BasePage - Getting text : Products
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-2] TestListener - Test Passed : verifyValidLogin
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-2] BaseTest - Cleaning test execution
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-2] DriverFactory - Closing browser
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-1] ProductPage - Adding Backpack to cart
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-1] BasePage - Clicking element : [[ChromeDriver: chrome on windows (54c5e8215c255539ad009cf318e755a0)] -> id: add-to-cart-sauce-labs-backpack]
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-1] ProductPage - Adding Bike Light to cart
2026-07-25 07:46:48 INFO  [TestNG-test=Automation Tests-1] BasePage - Clicking element : [[ChromeDriver: chrome on windows (54c5e8215c255539ad009cf318e755a0)] -> id: add-to-cart-sauce-labs-bike-light]
